"location_name","location_id","parent_id","level","path_to_top_parent","region_name","district_name","DLG_name","subcounty_name"
"Lodonga Subcounty","gR66YKgyV4M","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,gR66YKgyV4M","West Nile","Yumbe District","Yumbe DLG",NA
"Apo Subcounty","NvldsxeQgJf","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,NvldsxeQgJf","West Nile","Yumbe District","Yumbe DLG",NA
"Kochi Subcounty","fOv2DdPf7fG","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fOv2DdPf7fG","West Nile","Yumbe District","Yumbe DLG",NA
"Barakala Town Council","N1S1dm2tMjR","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,N1S1dm2tMjR","West Nile","Yumbe District","Yumbe DLG",NA
"Kuru Town Council","g6SH4QU6YgJ","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,g6SH4QU6YgJ","West Nile","Yumbe District","Yumbe DLG",NA
"Midigo Town Council","YHiVTrxka3b","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,YHiVTrxka3b","West Nile","Yumbe District","Yumbe DLG",NA
"Lori Subcounty","WeDWZD2Ql3h","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,WeDWZD2Ql3h","West Nile","Yumbe District","Yumbe DLG",NA
"Kerwa Subcounty","yCb8ApS6M0g","ntivgeuo9La",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,yCb8ApS6M0g","West Nile","Yumbe District","Yumbe DLG",NA
"Kuru Medical Clinic","iGpx6a24zp9","FpHwm5xxH41",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,FpHwm5xxH41,iGpx6a24zp9","West Nile","Yumbe District","Yumbe DLG","Kuru Subcounty"
"Amanyiri Health Centre III","mrDF8mO8LD5","FpHwm5xxH41",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,FpHwm5xxH41,mrDF8mO8LD5","West Nile","Yumbe District","Yumbe DLG","Kuru Subcounty"
"Lobe Health Centre II","nKfY0cXcAxt","yvS8SWWMm5Q",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,yvS8SWWMm5Q,nKfY0cXcAxt","West Nile","Yumbe District","Yumbe DLG","Lobe Town Council"
"Mongoyo Health Centre II","n5SQNdlBw2w","kygzvZq01dr",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,kygzvZq01dr,n5SQNdlBw2w","West Nile","Yumbe District","Yumbe DLG","Drajini Subcounty"
"Gichara Health Centre II","Ri4OIko6Faf","XXBcMpFfjxY",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,XXBcMpFfjxY,Ri4OIko6Faf","West Nile","Yumbe District","Yumbe DLG","Arilo Subcounty"
"Tuliki Health Centre II","H7B1Pk6eZoE","XXBcMpFfjxY",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,XXBcMpFfjxY,H7B1Pk6eZoE","West Nile","Yumbe District","Yumbe DLG","Arilo Subcounty"
"Matuma Health Centre III","MkD1c6jagfl","XXBcMpFfjxY",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,XXBcMpFfjxY,MkD1c6jagfl","West Nile","Yumbe District","Yumbe DLG","Arilo Subcounty"
"Yangani Health Centre III","Ocd7H11HC0z","fLSIoMR4TFR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fLSIoMR4TFR,Ocd7H11HC0z","West Nile","Yumbe District","Yumbe DLG","Odravu West Subcounty"
"Igamara Health Centre III","JbCOhUCNMdN","fLSIoMR4TFR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fLSIoMR4TFR,JbCOhUCNMdN","West Nile","Yumbe District","Yumbe DLG","Odravu West Subcounty"
"Bolomoni Health Centre III","AvoeVkEx8BO","fLSIoMR4TFR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fLSIoMR4TFR,AvoeVkEx8BO","West Nile","Yumbe District","Yumbe DLG","Odravu West Subcounty"
"Ambelechu Health Centre II","B7dqCVCMV5l","fLSIoMR4TFR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fLSIoMR4TFR,B7dqCVCMV5l","West Nile","Yumbe District","Yumbe DLG","Odravu West Subcounty"
"Kei Health Centre III","yMnNUBDNr21","a7t73IQZdXp",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,a7t73IQZdXp,yMnNUBDNr21","West Nile","Yumbe District","Yumbe DLG","Kei Subcounty"
"Lodonga Health Centre IV","P5GTK5hmugt","YAjpUZ4zMfG",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,YAjpUZ4zMfG,P5GTK5hmugt","West Nile","Yumbe District","Yumbe DLG","Lodonga Town Council"
"Kulikulinga Health Centre III","jiKuvEHVanR","gvz5Icdou0B",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,gvz5Icdou0B,jiKuvEHVanR","West Nile","Yumbe District","Yumbe DLG","Kulikulinga Town Council"
"Jomorogo Health Centre III","oI0aTdidBhm","vzwpI60WeOu",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,vzwpI60WeOu,oI0aTdidBhm","West Nile","Yumbe District","Yumbe DLG","Kululu Subcounty"
"Yoyo Health Centre III","axmLtifg8dz","vzwpI60WeOu",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,vzwpI60WeOu,axmLtifg8dz","West Nile","Yumbe District","Yumbe DLG","Kululu Subcounty"
"Komgbe Health Centre III","Vz3PDTnces1","vzwpI60WeOu",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,vzwpI60WeOu,Vz3PDTnces1","West Nile","Yumbe District","Yumbe DLG","Kululu Subcounty"
"Luzira Health Centre III","s4pFdzmNfgg","vzwpI60WeOu",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,vzwpI60WeOu,s4pFdzmNfgg","West Nile","Yumbe District","Yumbe DLG","Kululu Subcounty"
"Aliapi Health Centre II","BCZsCRvBWTa","G0o25fp6w8Y",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,G0o25fp6w8Y,BCZsCRvBWTa","West Nile","Yumbe District","Yumbe DLG","Bijo Subcounty"
"Ayivu Health Centre III","mXVB3V7ft4h","GUNcDwlsQYQ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,GUNcDwlsQYQ,mXVB3V7ft4h","West Nile","Yumbe District","Yumbe DLG","Ariwa Subcounty"
"Ariwa Health Centre III","hcm0msXFRQJ","GUNcDwlsQYQ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,GUNcDwlsQYQ,hcm0msXFRQJ","West Nile","Yumbe District","Yumbe DLG","Ariwa Subcounty"
"Okubani Health Centre III","jPxLo6hF2rI","GUNcDwlsQYQ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,GUNcDwlsQYQ,jPxLo6hF2rI","West Nile","Yumbe District","Yumbe DLG","Ariwa Subcounty"
"Okuyo Health Centre II","qf3PsPmID7d","GUNcDwlsQYQ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,GUNcDwlsQYQ,qf3PsPmID7d","West Nile","Yumbe District","Yumbe DLG","Ariwa Subcounty"
"Ikafe Health Centre II","pTXQvDDIWzP","GUNcDwlsQYQ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,GUNcDwlsQYQ,pTXQvDDIWzP","West Nile","Yumbe District","Yumbe DLG","Ariwa Subcounty"
"Dramba Health Centre III","C7aRTKKbxEP","J8toYoZ13Sp",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,J8toYoZ13Sp,C7aRTKKbxEP","West Nile","Yumbe District","Yumbe DLG","Arafa Subcounty"
"Pajama Health Centre II","bG7y4zk3kPI","J8toYoZ13Sp",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,J8toYoZ13Sp,bG7y4zk3kPI","West Nile","Yumbe District","Yumbe DLG","Arafa Subcounty"
"Twajiji Health Centre III","i8bLQB8OE5I","aazt2Bo4gk8",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,aazt2Bo4gk8,i8bLQB8OE5I","West Nile","Yumbe District","Yumbe DLG","Romogi Subcounty"
"Bidibidi Health Centre III","dHp8jtq8Q6v","aazt2Bo4gk8",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,aazt2Bo4gk8,dHp8jtq8Q6v","West Nile","Yumbe District","Yumbe DLG","Romogi Subcounty"
"Locomgbo Health Centre II","PCEYU4GNDtV","aazt2Bo4gk8",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,aazt2Bo4gk8,PCEYU4GNDtV","West Nile","Yumbe District","Yumbe DLG","Romogi Subcounty"
"Bidi Bidi Prisons Health Centre II","WesT5GAXGF1","aazt2Bo4gk8",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,aazt2Bo4gk8,WesT5GAXGF1","West Nile","Yumbe District","Yumbe DLG","Romogi Subcounty"
"Precision Clinic","JDHUxKDarxS","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,JDHUxKDarxS","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Umoja Clinic","k8HLe4uciRP","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,k8HLe4uciRP","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Yumbe Health Centre IV","Gs4nX12jUeA","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,Gs4nX12jUeA","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Marian Brothers medical Centre","mOfYcdtz4pO","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,mOfYcdtz4pO","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Yumbe Prisons Health Centre II","lujOmE8X8vB","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,lujOmE8X8vB","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Pioneer Clinic","Zeh4bAmOtUH","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,Zeh4bAmOtUH","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"New Life (Yumbe) Clinic","rCCM3GeRU4G","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,rCCM3GeRU4G","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Rhema Medical Clinic","K30ou0RFGNK","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,K30ou0RFGNK","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Yumbe Medical Clinic","bPlo2inHdcn","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,bPlo2inHdcn","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Yumbe Police Health Centre II","MBn7aFC3OAv","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,MBn7aFC3OAv","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Pearl Medical Centre","f7QBXazOuB2","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,f7QBXazOuB2","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Charity Medical Centre","z5ZQ9inpGF5","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,z5ZQ9inpGF5","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Ram Medical Clinic ","pNTSOF59NlY","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,pNTSOF59NlY","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Praise Medical Clinic","TV8Xe9qg9jX","Q1zNSRAbxjf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,TV8Xe9qg9jX","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council"
"Mocha Health Centre III","Lcmjm7r98bi","ARBWmz1XLMI",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,ARBWmz1XLMI,Lcmjm7r98bi","West Nile","Yumbe District","Yumbe DLG","Midigo Subcounty"
"Moli Health Centre II","ehEbzOMz7VS","apKpog39DlX",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,apKpog39DlX,ehEbzOMz7VS","West Nile","Yumbe District","Yumbe DLG","Odravu Subcounty"
"Abiriamajo Health Centre II","RnXpcMWI5Zu","apKpog39DlX",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,apKpog39DlX,RnXpcMWI5Zu","West Nile","Yumbe District","Yumbe DLG","Odravu Subcounty"
"Bangatuti Health Centre III","uJsMZskR0yC","apKpog39DlX",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,apKpog39DlX,uJsMZskR0yC","West Nile","Yumbe District","Yumbe DLG","Odravu Subcounty"
"Nyori Health Centre III","HyU7oWXMy8A","gR66YKgyV4M",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,gR66YKgyV4M,HyU7oWXMy8A","West Nile","Yumbe District","Yumbe DLG","Lodonga Subcounty"
"Apo Health Centre III","adctmXQVM9M","NvldsxeQgJf",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,NvldsxeQgJf,adctmXQVM9M","West Nile","Yumbe District","Yumbe DLG","Apo Subcounty"
"Goboro Health Centre III","KEvML4KzriI","fOv2DdPf7fG",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fOv2DdPf7fG,KEvML4KzriI","West Nile","Yumbe District","Yumbe DLG","Kochi Subcounty"
"Lopke Health Centre II","aBge6oBIpUv","fOv2DdPf7fG",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fOv2DdPf7fG,aBge6oBIpUv","West Nile","Yumbe District","Yumbe DLG","Kochi Subcounty"
"Kochi Health Centre III","eagCoWlLIhR","fOv2DdPf7fG",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,fOv2DdPf7fG,eagCoWlLIhR","West Nile","Yumbe District","Yumbe DLG","Kochi Subcounty"
"Swinga Health Centre III","KOEmIGNgghC","N1S1dm2tMjR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,N1S1dm2tMjR,KOEmIGNgghC","West Nile","Yumbe District","Yumbe DLG","Barakala Town Council"
"Iyete Health Centre III","X9VdFPaGsLW","N1S1dm2tMjR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,N1S1dm2tMjR,X9VdFPaGsLW","West Nile","Yumbe District","Yumbe DLG","Barakala Town Council"
"Barakala Health Centre III","e1kEs6glxbT","N1S1dm2tMjR",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,N1S1dm2tMjR,e1kEs6glxbT","West Nile","Yumbe District","Yumbe DLG","Barakala Town Council"
"Yumbe Regional Referral Hospital","MUxAV5pwDbk","g6SH4QU6YgJ",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,g6SH4QU6YgJ,MUxAV5pwDbk","West Nile","Yumbe District","Yumbe DLG","Kuru Town Council"
"Midigo Health Centre IV","H8IwuI5HbgB","YHiVTrxka3b",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,YHiVTrxka3b,H8IwuI5HbgB","West Nile","Yumbe District","Yumbe DLG","Midigo Town Council"
"Koro Health Centre III","Hudt7sgd2Gu","WeDWZD2Ql3h",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,WeDWZD2Ql3h,Hudt7sgd2Gu","West Nile","Yumbe District","Yumbe DLG","Lori Subcounty"
"Yayari Health Centre III","Wg6ycEfsEjW","WeDWZD2Ql3h",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,WeDWZD2Ql3h,Wg6ycEfsEjW","West Nile","Yumbe District","Yumbe DLG","Lori Subcounty"
"Ombachi Health Centre II","Ky0NwC20tvu","WeDWZD2Ql3h",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,WeDWZD2Ql3h,Ky0NwC20tvu","West Nile","Yumbe District","Yumbe DLG","Lori Subcounty"
"Alnoor Health Centre II","A4g2J49bMOr","WeDWZD2Ql3h",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,WeDWZD2Ql3h,A4g2J49bMOr","West Nile","Yumbe District","Yumbe DLG","Lori Subcounty"
"Jehovah Rapha Clinic","tCWYzfQQ8e0","yCb8ApS6M0g",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,yCb8ApS6M0g,tCWYzfQQ8e0","West Nile","Yumbe District","Yumbe DLG","Kerwa Subcounty"
"Kerwa Health Centre III","wTVVhT1zOWS","yCb8ApS6M0g",6,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,yCb8ApS6M0g,wTVVhT1zOWS","West Nile","Yumbe District","Yumbe DLG","Kerwa Subcounty"
"Oyam District","xpIFdCMhVHG","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG","Lango",NA,NA,NA
"Lira District","Lj8t70RYnEt","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt","Lango",NA,NA,NA
"Alebtong District","p7EEgDEX3jT","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT","Lango",NA,NA,NA
"Otuke District","aXjub1BYn1y","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,aXjub1BYn1y","Lango",NA,NA,NA
"Kole District","Y4LV8xqkv6J","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J","Lango",NA,NA,NA
"Lira City","ullSvMrkHdi","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,ullSvMrkHdi","Lango",NA,NA,NA
"Kwania District","gCN6sU5BjlR","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR","Lango",NA,NA,NA
"Amolatar District","ZuQHWOaFQVM","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,ZuQHWOaFQVM","Lango",NA,NA,NA
"Dokolo District","wMQ25dybdgH","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH","Lango",NA,NA,NA
"Apac District","JyZJhGXKeEq","DWPnYhoqza0",3,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq","Lango",NA,NA,NA
"Oyam DLG","vFANCvLWoVs","xpIFdCMhVHG",4,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs","Lango","Oyam District",NA,NA
"Loro Town Council","MhOYaJ7W537","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537","Lango","Oyam District","Oyam DLG",NA
"Acaba Subcounty","amLhY9BnViS","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,amLhY9BnViS","Lango","Oyam District","Oyam DLG",NA
"Minakulu Subcounty","vFat4pU68Gg","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,vFat4pU68Gg","Lango","Oyam District","Oyam DLG",NA
"Kamdini Town Council","JcsfCF2khnK","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,JcsfCF2khnK","Lango","Oyam District","Oyam DLG",NA
"Aleka Subcounty","BXgAR3Kq8kv","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,BXgAR3Kq8kv","Lango","Oyam District","Oyam DLG",NA
"Aber Subcounty","xuuOj2eAPqb","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,xuuOj2eAPqb","Lango","Oyam District","Oyam DLG",NA
"Iceme Subcounty","hNRHAcDywTL","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,hNRHAcDywTL","Lango","Oyam District","Oyam DLG",NA
"Abok Subcounty","vy4wRPZvp83","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,vy4wRPZvp83","Lango","Oyam District","Oyam DLG",NA
"Oyam Town Council","hZA6Q0HfT0V","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,hZA6Q0HfT0V","Lango","Oyam District","Oyam DLG",NA
"Ngai Subcounty","lEUPQBvOtge","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,lEUPQBvOtge","Lango","Oyam District","Oyam DLG",NA
"Kamdini Subcounty","HtZQp7J8zCH","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,HtZQp7J8zCH","Lango","Oyam District","Oyam DLG",NA
"Minakulu Town Council","WXGWfHkIJS9","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,WXGWfHkIJS9","Lango","Oyam District","Oyam DLG",NA
"Iceme Town Council","AW50btffsIN","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,AW50btffsIN","Lango","Oyam District","Oyam DLG",NA
"Otwal Subcounty","j9JRmkoveVc","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,j9JRmkoveVc","Lango","Oyam District","Oyam DLG",NA
"Myene Subcounty","LBdhCYNiWCn","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,LBdhCYNiWCn","Lango","Oyam District","Oyam DLG",NA
"Loro Subcounty","Lg96gQU7KFN","vFANCvLWoVs",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,Lg96gQU7KFN","Lango","Oyam District","Oyam DLG",NA
"Morning Glory Clinic","Me8xELAZfkn","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,Me8xELAZfkn","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Phroness Drugshop","Y2ZwyIiHJka","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,Y2ZwyIiHJka","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Mama Jovanh Drugshop","peHi3mnL6x3","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,peHi3mnL6x3","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Aero Medical Centre","nJpOMVvfqsv","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,nJpOMVvfqsv","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Loro Health Centre III","aB4YnvwOvMk","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,aB4YnvwOvMk","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Fairway Drugshop","gl1irSuU7FD","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,gl1irSuU7FD","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Horizon Medical Centre","jzliOkvAgyM","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,jzliOkvAgyM","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Unity Drugshop Loro Town Council","dz77jX3kEYJ","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,dz77jX3kEYJ","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Pwoc En Gum Medical Centre","bkt3AwinMoZ","MhOYaJ7W537",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,MhOYaJ7W537,bkt3AwinMoZ","Lango","Oyam District","Oyam DLG","Loro Town Council"
"Alao Health Centre II","ZQ98MZqjZIl","amLhY9BnViS",6,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFANCvLWoVs,amLhY9BnViS,ZQ98MZqjZIl","Lango","Oyam District","Oyam DLG","Acaba Subcounty"
